"itemSet","support"
600,291013
["?"],0.3052683407188577
["y"],0.5910881339241753
["p"],1
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["d"],0.38749384539635645
["o"],0.9217134416543574
["n"],0.8778926637124569
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["s"],0.8028064992614475
["t"],0.7602166420482521
["v"],0.49729197439684886
["w"],0.9763663220088626
["x"],0.4500246184145741
["b","k","o","t"],0.39414081733136386
["b","k","o","v"],0.32200886262924666
["b","k","o","w"],0.568439192516002
["g","k","o","w"],0.30785327424913833
["k","o","s","t"],0.39241752831117677
["k","o","s","w"],0.41309699655342197
["k","o","t","w"],0.413835548990645
["k","o","v","w"],0.3355489906450025
["b","k","n","s"],0.4116198916789759
["b","k","n","t"],0.41629739044805514
["b","k","n","w"],0.5241260462826194
["k","n","s","t"],0.4121122599704579
["k","n","s","w"],0.4327917282127031
["k","n","t","w"],0.4359921221073363
["k","n","v","w"],0.3000984736582964
["b","g","k","w"],0.32311669128508125
["b","k","s","t"],0.40817331363860165
["b","k","s","w"],0.42146725750861647
["b","k","t","w"],0.4320531757754801
["b","k","v","w"],0.3190546528803545
["k","s","t","w"],0.4278680452978828
["d","e","n","o"],0.3584441161989168
["b","d","e","o"],0.37321516494337764
["d","e","o","s"],0.3190546528803545
["d","e","o","w"],0.38207779419005417
["b","d","e","n"],0.35499753815854257
["d","e","n","s"],0.31954702117183653
["d","e","n","w"],0.3638601674052191
["b","d","e","s"],0.31363860167405216
["b","d","e","w"],0.37863121614968
["d","e","s","w"],0.31954702117183653
["b","e","n","o"],0.7466765140324964
["e","g","n","o"],0.38995568685376664
["e","n","o","s"],0.6809453471196455
["e","n","o","t"],0.6351550960118169
["e","n","o","v"],0.43328409650418515
["e","n","o","w"],0.775972427375677
["e","n","o","x"],0.36533727227966517
["b","e","g","o"],0.43180699162973907
["b","e","l","o"],0.310438207779419
["b","e","o","s"],0.6474643032988675
["b","e","o","t"],0.6193993106843919
["b","e","o","v"],0.44116198916789756
["b","e","o","w"],0.809699655342196
["b","e","o","x"],0.3850320039389463
["e","g","o","s"],0.3249630723781389
["e","g","o","t"],0.31166912850812406
["e","g","o","w"],0.4549483013293944
["e","o","s","t"],0.6272772033481043
["e","o","s","v"],0.3658296405711472
["e","o","s","w"],0.6730674544559331
["e","o","s","x"],0.3185622845888725
["e","o","t","v"],0.3466272772033481
["e","o","t","w"],0.6509108813392418
["e","o","v","w"],0.4569177744953225
["e","o","w","x"],0.40275726243229937
["b","e","g","n"],0.4091580502215657
["b","e","n","s"],0.7023633677991138
["b","e","n","t"],0.6774987690792713
["b","e","n","v"],0.41654357459379615
["b","e","n","w"],0.8013293943870015
["b","e","n","x"],0.36533727227966517
["e","g","n","s"],0.3552437223042836
["e","g","n","t"],0.34416543574593794
["e","g","n","w"],0.4322993599212211
["e","n","s","t"],0.6821762678483506
["e","n","s","v"],0.3766617429837518
["e","n","s","w"],0.7279665189561793
["e","n","s","x"],0.33185622845888724
["e","n","t","v"],0.35745937961595275
["e","n","t","w"],0.7090103397341211
["e","n","t","x"],0.30379123584441164
["e","n","v","w"],0.4322993599212211
["e","n","w","x"],0.3830625307730182
["b","e","g","s"],0.3419497784342688
["b","e","g","t"],0.33825701624815363
["b","e","g","w"],0.4741506646971935
["b","e","s","t"],0.6664204825209257
["b","e","s","v"],0.3520433284096504
["b","e","s","w"],0.6944854751354013
["b","e","s","x"],0.3170851797144264
["b","e","t","v"],0.3417035942885278
["b","e","t","w"],0.6932545544066963
["b","e","v","w"],0.4401772525849335
["b","e","w","x"],0.40275726243229937
["e","g","s","t"],0.3458887247661251
["e","g","s","w"],0.36509108813392416
["e","g","t","w"],0.3540128015755785
["e","s","t","v"],0.3397341211225997
["e","s","t","w"],0.6979320531757754
["e","s","t","x"],0.3018217626784835
["e","s","v","w"],0.36484490398818314
["e","s","w","x"],0.33382570162481534
["e","t","v","w"],0.35745937961595275
["e","t","w","x"],0.31166912850812406
["b","d","n","o"],0.3495814869522403
["d","n","o","s"],0.3190546528803545
["d","n","o","w"],0.3584441161989168
["b","d","o","s"],0.31314623338257014
["b","d","o","w"],0.37321516494337764
["d","o","s","w"],0.3190546528803545
["b","d","n","s"],0.31363860167405216
["b","d","n","w"],0.35499753815854257
["d","n","s","w"],0.31954702117183653
["b","d","s","w"],0.31363860167405216
["b","g","n","o"],0.36681437715411125
["b","n","o","s"],0.6317085179714427
["b","n","o","t"],0.603643525356967
["b","n","o","v"],0.4057114721811915
["b","n","o","w"],0.7230428360413589
["b","n","o","x"],0.3417035942885278
["g","n","o","s"],0.3151157065484983
["g","n","o","t"],0.3018217626784835
["g","n","o","w"],0.38995568685376664
["n","o","s","t"],0.6115214180206795
["n","o","s","v"],0.3658296405711472
["n","o","s","w"],0.6573116691285081
["n","o","s","x"],0.31068439192516
["n","o","t","v"],0.3466272772033481
["n","o","t","w"],0.6351550960118169
["n","o","v","w"],0.42146725750861647
["n","o","w","x"],0.35942885278188086
["b","g","o","s"],0.3254554406696209
["b","g","o","t"],0.31954702117183653
["b","g","o","w"],0.4554406696208764
["b","o","s","t"],0.6312161496799606
["b","o","s","v"],0.35893648449039883
["b","o","s","w"],0.6592811422944362
["b","o","s","x"],0.31363860167405216
["b","o","t","v"],0.34859675036927623
["b","o","t","w"],0.654849827671098
["b","o","v","w"],0.44707040866568193
["b","o","w","x"],0.396848842934515
["g","o","s","t"],0.3293943870014771
["g","o","s","w"],0.34859675036927623
["g","o","t","w"],0.3353028064992615
["o","s","t","v"],0.3466272772033481
["o","s","t","w"],0.6627277203348104
["o","s","v","w"],0.37173806006893156
["o","s","w","x"],0.33037912358444116
["o","t","v","w"],0.3643525356967011
["o","t","w","x"],0.3072378138847858
["b","g","n","s"],0.33210241260462825
["b","g","n","t"],0.32840965041851305
["b","g","n","w"],0.4091580502215657
["b","n","s","t"],0.6506646971935007
["b","n","s","v"],0.3520433284096504
["b","n","s","w"],0.6787296898079763
["b","n","s","x"],0.30920728705071393
["b","n","t","v"],0.3417035942885278
["b","n","t","w"],0.6774987690792713
["b","n","v","w"],0.40472673559822747
["b","n","w","x"],0.35942885278188086
["g","n","s","t"],0.3360413589364845
["g","n","s","w"],0.3552437223042836
["g","n","t","w"],0.34416543574593794
["n","s","t","v"],0.3397341211225997
["n","s","t","w"],0.6821762678483506
["n","s","v","w"],0.36484490398818314
["n","s","w","x"],0.3259478089611029
["n","t","v","w"],0.35745937961595275
["n","t","w","x"],0.30379123584441164
["b","g","s","t"],0.3537666174298375
["b","g","s","w"],0.3655834564254062
["b","g","t","w"],0.361890694239291
["b","s","t","v"],0.3417035942885278
["b","s","t","w"],0.7018709995076317
["b","s","t","x"],0.30379123584441164
["b","s","v","w"],0.3579517479074348
["b","s","w","x"],0.3289020187099951
["b","t","v","w"],0.35942885278188086
["b","t","w","x"],0.31363860167405216
["g","s","t","w"],0.36952240275726245
["s","t","v","w"],0.35745937961595275
["s","t","w","x"],0.31954702117183653
["?","e","f","n","p"],0.3052683407188577
["c","f","k","p","y"],0.4090349581486952
["c","e","f","p","y"],0.5837026095519449
["c","f","o","p","y"],0.5580994583948794
["c","f","n","p","y"],0.5088626292466765
["b","c","f","p","y"],0.552437223042836
["c","f","p","s","y"],0.41568193008370263
["c","f","p","t","y"],0.4096504185130478
["c","f","p","w","y"],0.5718857705563761
["e","f","k","p","y"],0.40952732644017725
["f","k","o","p","y"],0.40066469719350073
["f","k","n","p","y"],0.3346873461349089
["b","f","k","p","y"],0.39278680452978826
["f","k","p","w","y"],0.4065731166912851
["e","f","o","p","y"],0.5654849827671098
["e","f","n","p","y"],0.516248153618907
["b","e","f","p","y"],0.5598227474150664
["e","f","p","s","y"],0.42269817823732153
["e","f","p","t","y"],0.4155588380108321
["e","f","p","w","y"],0.5792712949286066
["f","n","o","p","y"],0.49064500246184145
["b","f","o","p","y"],0.534219596258001
["f","o","p","s","y"],0.40251107828655835
["f","o","p","t","y"],0.39438700147710487
["f","o","p","w","y"],0.5536681437715412
["b","f","n","p","y"],0.48498276710979815
["f","n","p","s","y"],0.4098966026587888
["f","n","p","t","y"],0.40275726243229937
["f","n","p","w","y"],0.5044313146233382
["b","f","p","s","y"],0.3951255539143279
["b","f","p","t","y"],0.3998030526834072
["b","f","p","w","y"],0.5480059084194978
["f","p","s","t","y"],0.396848842934515
["f","p","s","w","y"],0.41088133924175285
["f","p","t","w","y"],0.4155588380108321
["c","e","k","p","y"],0.4090349581486952
["c","k","o","p","y"],0.4001723289020187
["c","k","n","p","y"],0.3341949778434269
["b","c","k","p","y"],0.39229443623830623
["c","k","p","w","y"],0.40608074839980307
["c","e","o","p","y"],0.5580994583948794
["c","e","n","p","y"],0.5088626292466765
["b","c","e","p","y"],0.552437223042836
["c","e","p","s","y"],0.41568193008370263
["c","e","p","t","y"],0.4096504185130478
["c","e","p","w","y"],0.5718857705563761
["c","n","o","p","y"],0.483259478089611
["b","c","o","p","y"],0.5268340718857706
["c","o","p","s","y"],0.39549483013293946
["c","o","p","t","y"],0.38847858197932056
["c","o","p","w","y"],0.5462826193993107
["b","c","n","p","y"],0.4775972427375677
["c","n","p","s","y"],0.40288035450516985
["c","n","p","t","y"],0.396848842934515
["c","n","p","w","y"],0.49704579025110784
["b","c","p","s","y"],0.388109305760709
["b","c","p","t","y"],0.39389463318562284
["b","c","p","w","y"],0.5406203840472673
["c","p","s","t","y"],0.3909404234367307
["c","p","s","w","y"],0.4038650910881339
["c","p","t","w","y"],0.4096504185130478
["e","k","o","p","y"],0.40066469719350073
["e","k","n","p","y"],0.3346873461349089
["b","e","k","p","y"],0.39278680452978826
["e","k","p","w","y"],0.4065731166912851
["k","n","o","p","y"],0.3258247168882324
["b","k","o","p","y"],0.3839241752831118
["k","o","p","w","y"],0.3977104874446086
["b","k","n","p","y"],0.3179468242245199
["k","n","p","w","y"],0.33173313638601676
["b","k","p","w","y"],0.3898325947808961
["e","n","o","p","y"],0.49064500246184145
["b","e","o","p","y"],0.534219596258001
["e","o","p","s","y"],0.40251107828655835
["e","o","p","t","y"],0.39438700147710487
["e","o","p","w","y"],0.5536681437715412
["b","e","n","p","y"],0.48498276710979815
["e","n","p","s","y"],0.4098966026587888
["e","n","p","t","y"],0.40275726243229937
["e","n","p","w","y"],0.5044313146233382
["b","e","p","s","y"],0.3951255539143279
["b","e","p","t","y"],0.3998030526834072
["b","e","p","w","y"],0.5480059084194978
["e","p","s","t","y"],0.396848842934515
["e","p","s","w","y"],0.41088133924175285
["e","p","t","w","y"],0.4155588380108321
["b","n","o","p","y"],0.45937961595273263
["n","o","p","s","y"],0.3897095027080256
["n","o","p","t","y"],0.38158542589857214
["n","o","p","w","y"],0.47882816346627277
["b","o","p","s","y"],0.37493845396356473
["b","o","p","t","y"],0.37863121614968
["b","o","p","w","y"],0.5224027572624323
["o","p","s","t","y"],0.3766617429837518
["o","p","s","w","y"],0.3906942392909897
["o","p","t","w","y"],0.39438700147710487
["b","n","p","s","y"],0.3823239783357952
["b","n","p","t","y"],0.3870014771048744
["b","n","p","w","y"],0.4731659281142294
["n","p","s","t","y"],0.38404726735598227
["n","p","s","w","y"],0.39807976366322007
["n","p","t","w","y"],0.40275726243229937
["b","p","s","t","y"],0.3810930576070901
["b","p","s","w","y"],0.38330871491875923
["b","p","t","w","y"],0.3998030526834072
["p","s","t","w","y"],0.396848842934515
["c","e","f","k","y"],0.4090349581486952
["c","f","k","o","y"],0.4001723289020187
["c","f","k","n","y"],0.3341949778434269
["b","c","f","k","y"],0.39229443623830623
["c","f","k","w","y"],0.40608074839980307
["c","e","f","o","y"],0.5580994583948794
["c","e","f","n","y"],0.5088626292466765
["b","c","e","f","y"],0.552437223042836
["c","e","f","s","y"],0.41568193008370263
["c","e","f","t","y"],0.4096504185130478
["c","e","f","w","y"],0.5718857705563761
["c","f","n","o","y"],0.483259478089611
["b","c","f","o","y"],0.5268340718857706
["c","f","o","s","y"],0.39549483013293946
["c","f","o","t","y"],0.38847858197932056
["c","f","o","w","y"],0.5462826193993107
["b","c","f","n","y"],0.4775972427375677
["c","f","n","s","y"],0.40288035450516985
["c","f","n","t","y"],0.396848842934515
["c","f","n","w","y"],0.49704579025110784
["b","c","f","s","y"],0.388109305760709
["b","c","f","t","y"],0.39389463318562284
["b","c","f","w","y"],0.5406203840472673
["c","f","s","t","y"],0.3909404234367307
["c","f","s","w","y"],0.4038650910881339
["c","f","t","w","y"],0.4096504185130478
["e","f","k","o","y"],0.40066469719350073
["e","f","k","n","y"],0.3346873461349089
["b","e","f","k","y"],0.39278680452978826
["e","f","k","w","y"],0.4065731166912851
["f","k","n","o","y"],0.3258247168882324
["b","f","k","o","y"],0.3839241752831118
["f","k","o","w","y"],0.3977104874446086
["b","f","k","n","y"],0.3179468242245199
["f","k","n","w","y"],0.33173313638601676
["b","f","k","w","y"],0.3898325947808961
["e","f","n","o","y"],0.49064500246184145
["b","e","f","o","y"],0.534219596258001
["e","f","o","s","y"],0.40251107828655835
["e","f","o","t","y"],0.39438700147710487
["e","f","o","w","y"],0.5536681437715412
["b","e","f","n","y"],0.48498276710979815
["e","f","n","s","y"],0.4098966026587888
["e","f","n","t","y"],0.40275726243229937
["e","f","n","w","y"],0.5044313146233382
["b","e","f","s","y"],0.3951255539143279
["b","e","f","t","y"],0.3998030526834072
["b","e","f","w","y"],0.5480059084194978
["e","f","s","t","y"],0.396848842934515
["e","f","s","w","y"],0.41088133924175285
["e","f","t","w","y"],0.4155588380108321
["b","f","n","o","y"],0.45937961595273263
["f","n","o","s","y"],0.3897095027080256
["f","n","o","t","y"],0.38158542589857214
["f","n","o","w","y"],0.47882816346627277
["b","f","o","s","y"],0.37493845396356473
["b","f","o","t","y"],0.37863121614968
["b","f","o","w","y"],0.5224027572624323
["f","o","s","t","y"],0.3766617429837518
["f","o","s","w","y"],0.3906942392909897
["f","o","t","w","y"],0.39438700147710487
["b","f","n","s","y"],0.3823239783357952
["b","f","n","t","y"],0.3870014771048744
["b","f","n","w","y"],0.4731659281142294
["f","n","s","t","y"],0.38404726735598227
["f","n","s","w","y"],0.39807976366322007
["f","n","t","w","y"],0.40275726243229937
["b","f","s","t","y"],0.3810930576070901
["b","f","s","w","y"],0.38330871491875923
["b","f","t","w","y"],0.3998030526834072
["f","s","t","w","y"],0.396848842934515
["c","e","k","o","y"],0.4001723289020187
["c","e","k","n","y"],0.3341949778434269
["b","c","e","k","y"],0.39229443623830623
["c","e","k","w","y"],0.40608074839980307
["c","k","n","o","y"],0.32533234859675036
["b","c","k","o","y"],0.38343180699162976
["c","k","o","w","y"],0.39721811915312655
["b","c","k","n","y"],0.3174544559330379
["c","k","n","w","y"],0.33124076809453473
["b","c","k","w","y"],0.3893402264894141
["c","e","n","o","y"],0.483259478089611
["b","c","e","o","y"],0.5268340718857706
["c","e","o","s","y"],0.39549483013293946
["c","e","o","t","y"],0.38847858197932056
["c","e","o","w","y"],0.5462826193993107
["b","c","e","n","y"],0.4775972427375677
["c","e","n","s","y"],0.40288035450516985
["c","e","n","t","y"],0.396848842934515
["c","e","n","w","y"],0.49704579025110784
["b","c","e","s","y"],0.388109305760709
["b","c","e","t","y"],0.39389463318562284
["b","c","e","w","y"],0.5406203840472673
["c","e","s","t","y"],0.3909404234367307
["c","e","s","w","y"],0.4038650910881339
["c","e","t","w","y"],0.4096504185130478
["b","c","n","o","y"],0.4519940915805022
["c","n","o","s","y"],0.38269325455440667
["c","n","o","t","y"],0.37567700640078777
["c","n","o","w","y"],0.4714426390940423
["b","c","o","s","y"],0.36792220580994583
["b","c","o","t","y"],0.3727227966518956
["b","c","o","w","y"],0.5150172328902018
["c","o","s","t","y"],0.3707533234859675
["c","o","s","w","y"],0.3836779911373708
["c","o","t","w","y"],0.38847858197932056
["b","c","n","s","y"],0.3753077301821763
["b","c","n","t","y"],0.3810930576070901
["b","c","n","w","y"],0.465780403741999
["c","n","s","t","y"],0.37813884785819796
["c","n","s","w","y"],0.39106351550960117
["c","n","t","w","y"],0.396848842934515
["b","c","s","t","y"],0.37518463810930575
["b","c","s","w","y"],0.37629246676514033
["b","c","t","w","y"],0.39389463318562284
["c","s","t","w","y"],0.3909404234367307
["e","k","n","o","y"],0.3258247168882324
["b","e","k","o","y"],0.3839241752831118
["e","k","o","w","y"],0.3977104874446086
["b","e","k","n","y"],0.3179468242245199
["e","k","n","w","y"],0.33173313638601676
["b","e","k","w","y"],0.3898325947808961
["b","k","n","o","y"],0.30908419497784345
["k","n","o","w","y"],0.32287050713934023
["b","k","o","w","y"],0.3809699655342196
["b","k","n","w","y"],0.31499261447562776
["b","e","n","o","y"],0.45937961595273263
["e","n","o","s","y"],0.3897095027080256
["e","n","o","t","y"],0.38158542589857214
["e","n","o","w","y"],0.47882816346627277
["b","e","o","s","y"],0.37493845396356473
["b","e","o","t","y"],0.37863121614968
["b","e","o","w","y"],0.5224027572624323
["e","o","s","t","y"],0.3766617429837518
["e","o","s","w","y"],0.3906942392909897
["e","o","t","w","y"],0.39438700147710487
["b","e","n","s","y"],0.3823239783357952
["b","e","n","t","y"],0.3870014771048744
["b","e","n","w","y"],0.4731659281142294
["e","n","s","t","y"],0.38404726735598227
["e","n","s","w","y"],0.39807976366322007
["e","n","t","w","y"],0.40275726243229937
["b","e","s","t","y"],0.3810930576070901
["b","e","s","w","y"],0.38330871491875923
["b","e","t","w","y"],0.3998030526834072
["e","s","t","w","y"],0.396848842934515
["b","n","o","s","y"],0.362136878385032
["b","n","o","t","y"],0.3658296405711472
["b","n","o","w","y"],0.44756277695716395
["n","o","s","t","y"],0.3638601674052191
["n","o","s","w","y"],0.37789266371245694
["n","o","t","w","y"],0.38158542589857214
["b","o","s","t","y"],0.36090595765632694
["b","o","s","w","y"],0.36312161496799605
["b","o","t","w","y"],0.37863121614968
["o","s","t","w","y"],0.3766617429837518
["b","n","s","t","y"],0.3682914820285574
["b","n","s","w","y"],0.3705071393402265
["b","n","t","w","y"],0.3870014771048744
["n","s","t","w","y"],0.38404726735598227
["b","s","t","w","y"],0.3810930576070901
["c","e","f","k","p"],0.5573609059576563
["c","f","k","o","p"],0.5445593303791236
["c","f","k","n","p"],0.4707040866568193
["b","c","f","k","p"],0.5270802560315115
["c","f","k","p","s"],0.3709995076317085
["c","f","k","p","t"],0.36312161496799605
["c","f","k","p","v"],0.3375184638109306
["c","f","k","p","w"],0.551452486459872
["c","d","e","f","p"],0.37567700640078777
["c","e","f","o","p"],0.7769571639586411
["c","e","f","n","p"],0.7331363860167405
["b","c","e","f","p"],0.7668636139832595
["c","e","f","g","p"],0.36730674544559333
["c","e","f","l","p"],0.3023141309699655
["c","e","f","p","s"],0.6314623338257016
["c","e","f","p","t"],0.5829640571147218
["c","e","f","p","v"],0.464795667159035
["c","e","f","p","w"],0.7961595273264401
["c","e","f","p","x"],0.3663220088626292
["c","d","f","o","p"],0.3702609551944855
["c","d","f","n","p"],0.3520433284096504
["b","c","d","f","p"],0.36681437715411125
["c","d","f","p","s"],0.30773018217626785
["c","d","f","p","w"],0.37567700640078777
["c","f","n","o","p"],0.690300344657804
["b","c","f","o","p"],0.759478089611029
["c","f","g","o","p"],0.38404726735598227
["c","f","l","o","p"],0.3023141309699655
["c","f","o","p","s"],0.6294928606597735
["c","f","o","p","t"],0.5800098473658296
["c","f","o","p","v"],0.47168882323978334
["c","f","o","p","w"],0.7887740029542097
["c","f","o","p","x"],0.3722304283604136
["b","c","f","n","p"],0.6802067946824224
["c","f","g","n","p"],0.3023141309699655
["c","f","n","p","s"],0.6157065484982767
["c","f","n","p","t"],0.5672082717872969
["c","f","n","p","v"],0.4293451501723289
["c","f","n","p","w"],0.7095027080256031
["c","f","n","p","x"],0.3229935992122107
["b","c","f","g","p"],0.36779911373707536
["b","c","f","l","p"],0.30157557853274247
["b","c","f","p","s"],0.6176760216642049
["b","c","f","p","t"],0.5869030034465781
["b","c","f","p","v"],0.4549483013293944
["b","c","f","p","w"],0.7786804529788282
["b","c","f","p","x"],0.3604135893648449
["c","f","g","p","w"],0.3909404234367307
["c","f","p","s","t"],0.5997045790251108
["c","f","p","s","v"],0.3803545051698671
["c","f","p","s","w"],0.6432791728212703
["c","f","p","t","v"],0.36336779911373707
["c","f","p","t","w"],0.6184145741014279
["c","f","p","v","w"],0.4707040866568193
["c","f","p","w","x"],0.37813884785819796
["e","f","k","o","p"],0.604628261939931
["e","f","k","n","p"],0.5603151157065485
["b","e","f","k","p"],0.6166912850812407
["e","f","g","k","p"],0.33739537173806006
["e","f","k","p","s"],0.4544559330379124
["e","f","k","p","t"],0.4517479074347612
["e","f","k","p","v"],0.33850320039389464
["e","f","k","p","w"],0.6410635155096012
["f","k","n","o","p"],0.517971442639094
["b","f","k","o","p"],0.5743476120137863
["f","g","k","o","p"],0.30785327424913833
["f","k","o","p","s"],0.4190054160512063
["f","k","o","p","t"],0.413835548990645
["f","k","o","p","v"],0.33850320039389464
["f","k","o","p","w"],0.5987198424421467
["b","f","k","n","p"],0.5300344657804037
["f","k","n","p","s"],0.43870014771048743
["f","k","n","p","t"],0.4359921221073363
["f","k","n","p","v"],0.30305268340718855
["f","k","n","p","w"],0.5544066962087641
["b","f","g","k","p"],0.32311669128508125
["b","f","k","p","s"],0.4273756770064008
["b","f","k","p","t"],0.4320531757754801
["b","f","k","p","v"],0.32200886262924666
["b","f","k","p","w"],0.6107828655834564
["f","g","k","p","w"],0.33739537173806006
["f","k","p","s","t"],0.4278680452978828
["f","k","p","s","w"],0.448547513540128
["f","k","p","t","w"],0.4517479074347612
["f","k","p","v","w"],0.3355489906450025
["d","e","f","o","p"],0.38207779419005417
["d","e","f","n","p"],0.3638601674052191
["b","d","e","f","p"],0.37863121614968
["d","e","f","p","s"],0.31954702117183653
["d","e","f","p","w"],0.38749384539635645
["e","f","n","o","p"],0.7996061053668144
["b","e","f","o","p"],0.8333333333333334
["e","f","g","o","p"],0.4549483013293944
["e","f","l","o","p"],0.31117676021664203
["e","f","o","p","s"],0.6967011324470704
["e","f","o","p","t"],0.6509108813392418
["e","f","o","p","v"],0.4687346134908912
["e","f","o","p","w"],0.8626292466765141
["e","f","o","p","x"],0.4086656819300837
["b","e","f","n","p"],0.8249630723781388
["e","f","g","n","p"],0.4322993599212211
["e","f","n","p","s"],0.7516001969473166
["e","f","n","p","t"],0.7090103397341211
["e","f","n","p","v"],0.4441161989167898
["e","f","n","p","w"],0.8542589857213195
["e","f","n","p","x"],0.3889709502708026
["b","e","f","g","p"],0.4741506646971935
["b","e","f","l","p"],0.310438207779419
["b","e","f","p","s"],0.7181191531265386
["b","e","f","p","t"],0.6932545544066963
["b","e","f","p","v"],0.4519940915805022
["b","e","f","p","w"],0.8879862136878385
["b","e","f","p","x"],0.4086656819300837
["e","f","g","p","s"],0.36509108813392416
["e","f","g","p","t"],0.3540128015755785
["e","f","g","p","w"],0.49729197439684886
["e","f","p","s","t"],0.6979320531757754
["e","f","p","s","v"],0.3766617429837518
["e","f","p","s","w"],0.7437223042836041
["e","f","p","s","x"],0.3397341211225997
["e","f","p","t","v"],0.35745937961595275
["e","f","p","t","w"],0.724766125061546
["e","f","p","t","x"],0.31166912850812406
["e","f","p","v","w"],0.46774987690792713
["e","f","p","w","x"],0.4263909404234367
["d","f","n","o","p"],0.3584441161989168
["b","d","f","o","p"],0.37321516494337764
["d","f","o","p","s"],0.3190546528803545
["d","f","o","p","w"],0.38207779419005417
["b","d","f","n","p"],0.35499753815854257
["d","f","n","p","s"],0.31954702117183653
["d","f","n","p","w"],0.3638601674052191
["b","d","f","p","s"],0.31363860167405216
["b","d","f","p","w"],0.37863121614968
["d","f","p","s","w"],0.31954702117183653
["b","f","n","o","p"],0.7466765140324964
["f","g","n","o","p"],0.38995568685376664
["f","n","o","p","s"],0.6809453471196455
["f","n","o","p","t"],0.6351550960118169
["f","n","o","p","v"],0.43328409650418515
["f","n","o","p","w"],0.775972427375677
["f","n","o","p","x"],0.36533727227966517
["b","f","g","o","p"],0.4554406696208764
["b","f","l","o","p"],0.310438207779419
["b","f","o","p","s"],0.6829148202855736
["b","f","o","p","t"],0.654849827671098
["b","f","o","p","v"],0.4588872476612506
["b","f","o","p","w"],0.845150172328902
["b","f","o","p","x"],0.40275726243229937
["f","g","o","p","s"],0.34859675036927623
["f","g","o","p","t"],0.3353028064992615
["f","g","o","p","w"],0.47858197932053176
["f","o","p","s","t"],0.6627277203348104
["f","o","p","s","v"],0.38355489906450024
["f","o","p","s","w"],0.7085179714426391
["f","o","p","s","x"],0.3362875430822255
["f","o","p","t","v"],0.3643525356967011
["f","o","p","t","w"],0.6863613983259478
["f","o","p","t","x"],0.3072378138847858
["f","o","p","v","w"],0.47464303298867555
["f","o","p","w","x"],0.4204825209256524
["b","f","g","n","p"],0.4091580502215657
["b","f","n","p","s"],0.7023633677991138
["b","f","n","p","t"],0.6774987690792713
["b","f","n","p","v"],0.41654357459379615
["b","f","n","p","w"],0.8013293943870015
["b","f","n","p","x"],0.36533727227966517
["f","g","n","p","s"],0.3552437223042836
["f","g","n","p","t"],0.34416543574593794
["f","g","n","p","w"],0.4322993599212211
["f","n","p","s","t"],0.6821762678483506
["f","n","p","s","v"],0.3766617429837518
["f","n","p","s","w"],0.7279665189561793
["f","n","p","s","x"],0.33185622845888724
["f","n","p","t","v"],0.35745937961595275
["f","n","p","t","w"],0.7090103397341211
["f","n","p","t","x"],0.30379123584441164
["f","n","p","v","w"],0.4322993599212211
["f","n","p","w","x"],0.3830625307730182
["b","f","g","p","s"],0.3655834564254062
["b","f","g","p","t"],0.361890694239291
["b","f","g","p","w"],0.4977843426883309
["b","f","p","s","t"],0.7018709995076317
["b","f","p","s","v"],0.36976858690300346
["b","f","p","s","w"],0.7299359921221074
["b","f","p","s","x"],0.3348104382077794
["b","f","p","t","v"],0.35942885278188086
["b","f","p","t","w"],0.7287050713934022
["b","f","p","t","x"],0.31363860167405216
["b","f","p","v","w"],0.45790251107828656
["b","f","p","w","x"],0.4204825209256524
["f","g","p","s","t"],0.36952240275726245
["f","g","p","s","w"],0.38872476612506157
["f","g","p","t","w"],0.3776464795667159
["f","p","s","t","v"],0.35745937961595275
["f","p","s","t","w"],0.7333825701624815
["f","p","s","t","x"],0.31954702117183653
["f","p","s","v","w"],0.3825701624815362
["f","p","s","w","x"],0.3515509601181684
["f","p","t","v","w"],0.37518463810930575
["f","p","t","w","x"],0.3293943870014771
["c","e","k","o","p"],0.5445593303791236
["c","e","k","n","p"],0.4707040866568193
["b","c","e","k","p"],0.5270802560315115
["c","e","k","p","s"],0.3709995076317085
["c","e","k","p","t"],0.36312161496799605
["c","e","k","p","v"],0.3375184638109306
["c","e","k","p","w"],0.551452486459872
["c","k","n","o","p"],0.45790251107828656
["b","c","k","o","p"],0.5142786804529789
["c","k","o","p","s"],0.36287543082225504
["c","k","o","p","t"],0.35475135401280156
["c","k","o","p","v"],0.3375184638109306
["c","k","o","p","w"],0.5386509108813392
["b","c","k","n","p"],0.4404234367306745
["c","k","n","p","s"],0.3552437223042836
["c","k","n","p","t"],0.34736582964057117
["c","k","n","p","v"],0.3020679468242245
["c","k","n","p","w"],0.464795667159035
["b","c","k","p","s"],0.34391925160019693
["b","c","k","p","t"],0.3434268833087149
["b","c","k","p","v"],0.3210241260462826
["b","c","k","p","w"],0.5211718365337272
["c","k","p","s","t"],0.345150172328902
["c","k","p","s","w"],0.36509108813392416
["c","k","p","t","w"],0.36312161496799605
["c","k","p","v","w"],0.3345642540620384
["c","d","e","o","p"],0.3702609551944855
["c","d","e","n","p"],0.3520433284096504
["b","c","d","e","p"],0.36681437715411125
["c","d","e","p","s"],0.30773018217626785
["c","d","e","p","w"],0.37567700640078777
["c","e","n","o","p"],0.690300344657804
