"itemSet","support"
579,22531
["y"],0.5910881339241753
["p"],1
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["o"],0.9217134416543574
["n"],0.8778926637124569
["b"],0.9470704086656819
["g"],0.5209256523879862
["s"],0.8028064992614475
["t"],0.7602166420482521
["w"],0.9763663220088626
["p","y"],0.5910881339241753
["p","s"],0.8028064992614475
["p","t"],0.7602166420482521
["p","w"],0.9763663220088626
["f","y"],0.5910881339241753
["f","p"],1
["f","k"],0.6469719350073855
["f","o"],0.9217134416543574
["f","n"],0.8778926637124569
["f","g"],0.5209256523879862
["f","s"],0.8028064992614475
["f","t"],0.7602166420482521
["f","w"],0.9763663220088626
["c","y"],0.5837026095519449
["c","p"],0.8552437223042836
["c","f"],0.8552437223042836
["c","k"],0.5573609059576563
["c","e"],0.8197932053175776
["c","o"],0.8124076809453471
["c","n"],0.7331363860167405
["c","s"],0.6669128508124077
["c","t"],0.6184145741014279
["c","w"],0.8316100443131462
["k","p"],0.6469719350073855
["k","o"],0.604628261939931
["k","n"],0.5603151157065485
["k","w"],0.6410635155096012
["e","y"],0.5910881339241753
["e","p"],0.9645494830132939
["e","f"],0.9645494830132939
["e","k"],0.6469719350073855
["e","o"],0.8862629246676514
["e","n"],0.8778926637124569
["e","s"],0.7673559822747416
["e","t"],0.724766125061546
["e","w"],0.9409158050221565
["o","y"],0.5654849827671098
["o","p"],0.9217134416543574
["o","s"],0.7321516494337764
["o","t"],0.6863613983259478
["o","w"],0.8980797636632201
["n","y"],0.516248153618907
["n","p"],0.8778926637124569
["n","o"],0.7996061053668144
["n","s"],0.7516001969473166
["n","t"],0.7090103397341211
["n","w"],0.8542589857213195
["b","y"],0.5598227474150664
["b","p"],0.9470704086656819
["b","f"],0.9470704086656819
["b","c"],0.8023141309699655
["b","k"],0.6166912850812407
["b","e"],0.9116198916789758
["b","o"],0.8687838503200394
["b","n"],0.8249630723781388
["b","s"],0.7535696701132447
["b","t"],0.7287050713934022
["b","w"],0.9234367306745446
["g","p"],0.5209256523879862
["g","w"],0.5209256523879862
["s","t"],0.7333825701624815
["s","w"],0.7791728212703102
["t","w"],0.7602166420482521
["w","y"],0.5792712949286066
["e","f","n","o","w"],0.775972427375677
["e","k","o","p","w"],0.5987198424421467
["e","k","n","p","w"],0.5544066962087641
["e","k","n","o","p"],0.517971442639094
["e","k","n","o","w"],0.5120630231413097
["e","o","p","s","t"],0.6272772033481043
["e","o","p","s","w"],0.6730674544559331
["e","o","p","t","w"],0.6509108813392418
["e","o","p","w","y"],0.5536681437715412
["e","o","s","t","w"],0.6272772033481043
["e","n","p","s","t"],0.6821762678483506
["e","n","p","s","w"],0.7279665189561793
["e","n","p","t","w"],0.7090103397341211
["e","n","p","w","y"],0.5044313146233382
["e","n","s","t","w"],0.6821762678483506
["e","n","o","p","s"],0.6809453471196455
["e","n","o","p","t"],0.6351550960118169
["e","n","o","p","w"],0.775972427375677
["e","n","o","s","t"],0.6115214180206795
["e","n","o","s","w"],0.6573116691285081
["e","n","o","t","w"],0.6351550960118169
["o","p","s","t","w"],0.6627277203348104
["n","p","s","t","w"],0.6821762678483506
["n","o","p","s","t"],0.6115214180206795
["n","o","p","s","w"],0.6573116691285081
["n","o","p","t","w"],0.6351550960118169
["n","o","s","t","w"],0.6115214180206795
["b","p","s","t","w"],0.7018709995076317
["b","f","p","s","t"],0.7018709995076317
["b","f","p","s","w"],0.7299359921221074
["b","f","p","t","w"],0.7287050713934022
["b","f","p","w","y"],0.5480059084194978
["b","f","s","t","w"],0.7018709995076317
["b","f","k","p","w"],0.6107828655834564
["b","f","k","o","p"],0.5743476120137863
["b","f","k","o","w"],0.568439192516002
["b","f","k","n","p"],0.5300344657804037
["b","f","k","n","w"],0.5241260462826194
["b","f","o","p","s"],0.6829148202855736
["b","f","o","p","t"],0.654849827671098
["b","f","o","p","w"],0.845150172328902
["b","f","o","p","y"],0.534219596258001
["b","f","o","s","t"],0.6312161496799606
["b","f","o","s","w"],0.6592811422944362
["b","f","o","t","w"],0.654849827671098
["b","f","o","w","y"],0.5224027572624323
["b","f","n","p","s"],0.7023633677991138
["b","f","n","p","t"],0.6774987690792713
["b","f","n","p","w"],0.8013293943870015
["b","f","n","s","t"],0.6506646971935007
["b","f","n","s","w"],0.6787296898079763
["b","f","n","t","w"],0.6774987690792713
["b","f","n","o","p"],0.7466765140324964
["b","f","n","o","s"],0.6317085179714427
["b","f","n","o","t"],0.603643525356967
["b","f","n","o","w"],0.7230428360413589
["b","c","p","s","t"],0.568193008370261
["b","c","p","s","w"],0.5940423436730674
["b","c","p","t","w"],0.5869030034465781
["b","c","p","w","y"],0.5406203840472673
["b","c","s","t","w"],0.568193008370261
["b","c","f","p","s"],0.6176760216642049
["b","c","f","p","t"],0.5869030034465781
["b","c","f","p","w"],0.7786804529788282
["b","c","f","p","y"],0.552437223042836
["b","c","f","s","t"],0.568193008370261
["b","c","f","s","w"],0.5940423436730674
["b","c","f","t","w"],0.5869030034465781
["b","c","f","w","y"],0.5406203840472673
["b","c","f","k","p"],0.5270802560315115
["b","c","f","k","w"],0.5211718365337272
["b","c","f","k","o"],0.5142786804529789
["b","c","f","o","p"],0.759478089611029
["b","c","f","o","s"],0.5802560315115707
["b","c","f","o","t"],0.5484982767109798
["b","c","f","o","w"],0.7358444116198917
["b","c","f","o","y"],0.5268340718857706
["b","c","f","n","p"],0.6802067946824224
["b","c","f","n","s"],0.5664697193500738
["b","c","f","n","t"],0.535696701132447
["b","c","f","n","w"],0.656573116691285
["b","c","f","n","o"],0.6373707533234859
["b","c","k","p","w"],0.5211718365337272
["b","c","k","o","p"],0.5142786804529789
["b","c","k","o","w"],0.5083702609551944
["b","c","o","p","s"],0.5802560315115707
["b","c","o","p","t"],0.5484982767109798
["b","c","o","p","w"],0.7358444116198917
["b","c","o","p","y"],0.5268340718857706
["b","c","o","s","t"],0.5307730182176268
["b","c","o","s","w"],0.5566223535204333
["b","c","o","t","w"],0.5484982767109798
["b","c","o","w","y"],0.5150172328902018
["b","c","n","p","s"],0.5664697193500738
["b","c","n","p","t"],0.535696701132447
["b","c","n","p","w"],0.656573116691285
["b","c","n","s","t"],0.51698670605613
["b","c","n","s","w"],0.5428360413589365
["b","c","n","t","w"],0.535696701132447
["b","c","n","o","p"],0.6373707533234859
["b","c","n","o","s"],0.5290497291974396
["b","c","n","o","w"],0.6137370753323486
["b","c","e","p","s"],0.5822255046774988
["b","c","e","p","t"],0.551452486459872
["b","c","e","p","w"],0.7432299359921221
["b","c","e","p","y"],0.552437223042836
["b","c","e","s","t"],0.5327424913835549
["b","c","e","s","w"],0.5585918266863614
["b","c","e","t","w"],0.551452486459872
["b","c","e","w","y"],0.5406203840472673
["b","c","e","f","p"],0.7668636139832595
["b","c","e","f","s"],0.5822255046774988
["b","c","e","f","t"],0.551452486459872
["b","c","e","f","w"],0.7432299359921221
["b","c","e","f","y"],0.552437223042836
["b","c","e","f","k"],0.5270802560315115
["b","c","e","f","o"],0.724027572624323
["b","c","e","f","n"],0.6802067946824224
["b","c","e","k","p"],0.5270802560315115
["b","c","e","k","w"],0.5211718365337272
["b","c","e","k","o"],0.5142786804529789
["b","c","e","o","p"],0.724027572624323
["b","c","e","o","s"],0.5448055145248646
["b","c","e","o","t"],0.5130477597242737
["b","c","e","o","w"],0.7003938946331856
["b","c","e","o","y"],0.5268340718857706
["b","c","e","n","p"],0.6802067946824224
["b","c","e","n","s"],0.5664697193500738
["b","c","e","n","t"],0.535696701132447
["b","c","e","n","w"],0.656573116691285
["b","c","e","n","o"],0.6373707533234859
["b","k","o","p","w"],0.568439192516002
["b","k","n","p","w"],0.5241260462826194
["b","e","p","s","t"],0.6664204825209257
["b","e","p","s","w"],0.6944854751354013
["b","e","p","t","w"],0.6932545544066963
["b","e","p","w","y"],0.5480059084194978
["b","e","s","t","w"],0.6664204825209257
["b","e","f","p","s"],0.7181191531265386
["b","e","f","p","t"],0.6932545544066963
["b","e","f","p","w"],0.8879862136878385
["b","e","f","p","y"],0.5598227474150664
["b","e","f","s","t"],0.6664204825209257
["b","e","f","s","w"],0.6944854751354013
["b","e","f","t","w"],0.6932545544066963
["b","e","f","w","y"],0.5480059084194978
["b","e","f","k","p"],0.6166912850812407
["b","e","f","k","w"],0.6107828655834564
["b","e","f","k","o"],0.5743476120137863
["b","e","f","k","n"],0.5300344657804037
["b","e","f","o","p"],0.8333333333333334
["b","e","f","o","s"],0.6474643032988675
["b","e","f","o","t"],0.6193993106843919
["b","e","f","o","w"],0.809699655342196
["b","e","f","o","y"],0.534219596258001
["b","e","f","n","p"],0.8249630723781388
["b","e","f","n","s"],0.7023633677991138
["b","e","f","n","t"],0.6774987690792713
["b","e","f","n","w"],0.8013293943870015
["b","e","f","n","o"],0.7466765140324964
["b","e","k","p","w"],0.6107828655834564
["b","e","k","o","p"],0.5743476120137863
["b","e","k","o","w"],0.568439192516002
["b","e","k","n","p"],0.5300344657804037
["b","e","k","n","w"],0.5241260462826194
["b","e","o","p","s"],0.6474643032988675
["b","e","o","p","t"],0.6193993106843919
["b","e","o","p","w"],0.809699655342196
["b","e","o","p","y"],0.534219596258001
["b","e","o","s","t"],0.5957656326932546
["b","e","o","s","w"],0.6238306253077301
["b","e","o","t","w"],0.6193993106843919
["b","e","o","w","y"],0.5224027572624323
["b","e","n","p","s"],0.7023633677991138
["b","e","n","p","t"],0.6774987690792713
["b","e","n","p","w"],0.8013293943870015
["b","e","n","s","t"],0.6506646971935007
["b","e","n","s","w"],0.6787296898079763
["b","e","n","t","w"],0.6774987690792713
["b","e","n","o","p"],0.7466765140324964
["b","e","n","o","s"],0.6317085179714427
["b","e","n","o","t"],0.603643525356967
["b","e","n","o","w"],0.7230428360413589
["b","o","p","s","t"],0.6312161496799606
["b","o","p","s","w"],0.6592811422944362
["b","o","p","t","w"],0.654849827671098
["b","o","p","w","y"],0.5224027572624323
["b","o","s","t","w"],0.6312161496799606
["b","n","p","s","t"],0.6506646971935007
["b","n","p","s","w"],0.6787296898079763
["b","n","p","t","w"],0.6774987690792713
["b","n","s","t","w"],0.6506646971935007
["b","n","o","p","s"],0.6317085179714427
["b","n","o","p","t"],0.603643525356967
["b","n","o","p","w"],0.7230428360413589
["b","n","o","s","t"],0.5800098473658296
["b","n","o","s","w"],0.6080748399803053
["b","n","o","t","w"],0.603643525356967
["f","k","n","o","p","w"],0.5120630231413097
["f","o","p","s","t","w"],0.6627277203348104
["f","n","p","s","t","w"],0.6821762678483506
["f","n","o","p","s","t"],0.6115214180206795
["f","n","o","p","s","w"],0.6573116691285081
["f","n","o","p","t","w"],0.6351550960118169
["f","n","o","s","t","w"],0.6115214180206795
["c","f","p","s","t","w"],0.5997045790251108
["c","f","k","o","p","w"],0.5386509108813392
["c","f","o","p","s","t"],0.5622845888724766
["c","f","o","p","s","w"],0.6058591826686361
["c","f","o","p","t","w"],0.5800098473658296
["c","f","o","p","w","y"],0.5462826193993107
["c","f","o","s","t","w"],0.5622845888724766
["c","f","n","p","s","t"],0.5484982767109798
["c","f","n","p","s","w"],0.5920728705071393
["c","f","n","p","t","w"],0.5672082717872969
["c","f","n","s","t","w"],0.5484982767109798
["c","f","n","o","p","s"],0.5782865583456426
["c","f","n","o","p","t"],0.5288035450516987
["c","f","n","o","p","w"],0.6666666666666666
["c","f","n","o","s","t"],0.5110782865583456
["c","f","n","o","s","w"],0.5546528803545052
["c","f","n","o","t","w"],0.5288035450516987
["c","e","p","s","t","w"],0.5642540620384048
["c","e","f","p","s","t"],0.5642540620384048
["c","e","f","p","s","w"],0.6078286558345642
["c","e","f","p","t","w"],0.5829640571147218
["c","e","f","p","w","y"],0.5718857705563761
["c","e","f","s","t","w"],0.5642540620384048
["c","e","f","k","p","w"],0.551452486459872
["c","e","f","k","o","p"],0.5445593303791236
["c","e","f","k","o","w"],0.5386509108813392
["c","e","f","o","p","s"],0.5940423436730674
["c","e","f","o","p","t"],0.5445593303791236
["c","e","f","o","p","w"],0.7533234859675036
["c","e","f","o","p","y"],0.5580994583948794
["c","e","f","o","s","t"],0.5268340718857706
["c","e","f","o","s","w"],0.57040866568193
["c","e","f","o","t","w"],0.5445593303791236
["c","e","f","o","w","y"],0.5462826193993107
["c","e","f","n","p","s"],0.6157065484982767
["c","e","f","n","p","t"],0.5672082717872969
["c","e","f","n","p","w"],0.7095027080256031
["c","e","f","n","p","y"],0.5088626292466765
["c","e","f","n","s","t"],0.5484982767109798
["c","e","f","n","s","w"],0.5920728705071393
["c","e","f","n","t","w"],0.5672082717872969
["c","e","f","n","o","p"],0.690300344657804
["c","e","f","n","o","s"],0.5782865583456426
["c","e","f","n","o","t"],0.5288035450516987
["c","e","f","n","o","w"],0.6666666666666666
["c","e","k","o","p","w"],0.5386509108813392
["c","e","o","p","s","t"],0.5268340718857706
["c","e","o","p","s","w"],0.57040866568193
["c","e","o","p","t","w"],0.5445593303791236
["c","e","o","p","w","y"],0.5462826193993107
["c","e","o","s","t","w"],0.5268340718857706
["c","e","n","p","s","t"],0.5484982767109798
["c","e","n","p","s","w"],0.5920728705071393
["c","e","n","p","t","w"],0.5672082717872969
["c","e","n","s","t","w"],0.5484982767109798
["c","e","n","o","p","s"],0.5782865583456426
["c","e","n","o","p","t"],0.5288035450516987
["c","e","n","o","p","w"],0.6666666666666666
["c","e","n","o","s","t"],0.5110782865583456
["c","e","n","o","s","w"],0.5546528803545052
["c","e","n","o","t","w"],0.5288035450516987
["c","o","p","s","t","w"],0.5622845888724766
["c","n","p","s","t","w"],0.5484982767109798
["c","n","o","p","s","t"],0.5110782865583456
["c","n","o","p","s","w"],0.5546528803545052
["c","n","o","p","t","w"],0.5288035450516987
["c","n","o","s","t","w"],0.5110782865583456
["e","f","p","s","t","w"],0.6979320531757754
["e","f","k","o","p","w"],0.5987198424421467
["e","f","k","n","p","w"],0.5544066962087641
["e","f","k","n","o","p"],0.517971442639094
["e","f","k","n","o","w"],0.5120630231413097
["e","f","o","p","s","t"],0.6272772033481043
["e","f","o","p","s","w"],0.6730674544559331
["e","f","o","p","t","w"],0.6509108813392418
["e","f","o","p","w","y"],0.5536681437715412
["e","f","o","s","t","w"],0.6272772033481043
["e","f","n","p","s","t"],0.6821762678483506
["e","f","n","p","s","w"],0.7279665189561793
["e","f","n","p","t","w"],0.7090103397341211
["e","f","n","p","w","y"],0.5044313146233382
["e","f","n","s","t","w"],0.6821762678483506
["e","f","n","o","p","s"],0.6809453471196455
["e","f","n","o","p","t"],0.6351550960118169
["e","f","n","o","p","w"],0.775972427375677
["e","f","n","o","s","t"],0.6115214180206795
["e","f","n","o","s","w"],0.6573116691285081
["e","f","n","o","t","w"],0.6351550960118169
["e","k","n","o","p","w"],0.5120630231413097
["e","o","p","s","t","w"],0.6272772033481043
["e","n","p","s","t","w"],0.6821762678483506
["e","n","o","p","s","t"],0.6115214180206795
["e","n","o","p","s","w"],0.6573116691285081
["e","n","o","p","t","w"],0.6351550960118169
["e","n","o","s","t","w"],0.6115214180206795
["n","o","p","s","t","w"],0.6115214180206795
["b","f","p","s","t","w"],0.7018709995076317
["b","f","k","o","p","w"],0.568439192516002
["b","f","k","n","p","w"],0.5241260462826194
["b","f","o","p","s","t"],0.6312161496799606
["b","f","o","p","s","w"],0.6592811422944362
["b","f","o","p","t","w"],0.654849827671098
["b","f","o","p","w","y"],0.5224027572624323
["b","f","o","s","t","w"],0.6312161496799606
["b","f","n","p","s","t"],0.6506646971935007
["b","f","n","p","s","w"],0.6787296898079763
["b","f","n","p","t","w"],0.6774987690792713
["b","f","n","s","t","w"],0.6506646971935007
["b","f","n","o","p","s"],0.6317085179714427
["b","f","n","o","p","t"],0.603643525356967
["b","f","n","o","p","w"],0.7230428360413589
["b","f","n","o","s","t"],0.5800098473658296
["b","f","n","o","s","w"],0.6080748399803053
["b","f","n","o","t","w"],0.603643525356967
["b","c","p","s","t","w"],0.568193008370261
["b","c","f","p","s","t"],0.568193008370261
["b","c","f","p","s","w"],0.5940423436730674
["b","c","f","p","t","w"],0.5869030034465781
["b","c","f","p","w","y"],0.5406203840472673
["b","c","f","s","t","w"],0.568193008370261
["b","c","f","k","p","w"],0.5211718365337272
["b","c","f","k","o","p"],0.5142786804529789
["b","c","f","k","o","w"],0.5083702609551944
["b","c","f","o","p","s"],0.5802560315115707
["b","c","f","o","p","t"],0.5484982767109798
["b","c","f","o","p","w"],0.7358444116198917
["b","c","f","o","p","y"],0.5268340718857706
["b","c","f","o","s","t"],0.5307730182176268
["b","c","f","o","s","w"],0.5566223535204333
["b","c","f","o","t","w"],0.5484982767109798
["b","c","f","o","w","y"],0.5150172328902018
["b","c","f","n","p","s"],0.5664697193500738
["b","c","f","n","p","t"],0.535696701132447
["b","c","f","n","p","w"],0.656573116691285
["b","c","f","n","s","t"],0.51698670605613
["b","c","f","n","s","w"],0.5428360413589365
["b","c","f","n","t","w"],0.535696701132447
["b","c","f","n","o","p"],0.6373707533234859
["b","c","f","n","o","s"],0.5290497291974396
["b","c","f","n","o","w"],0.6137370753323486
["b","c","k","o","p","w"],0.5083702609551944
["b","c","o","p","s","t"],0.5307730182176268
["b","c","o","p","s","w"],0.5566223535204333
["b","c","o","p","t","w"],0.5484982767109798
["b","c","o","p","w","y"],0.5150172328902018
["b","c","o","s","t","w"],0.5307730182176268
["b","c","n","p","s","t"],0.51698670605613
["b","c","n","p","s","w"],0.5428360413589365
["b","c","n","p","t","w"],0.535696701132447
["b","c","n","s","t","w"],0.51698670605613
["b","c","n","o","p","s"],0.5290497291974396
["b","c","n","o","p","w"],0.6137370753323486
["b","c","n","o","s","w"],0.5054160512063023
["b","c","e","p","s","t"],0.5327424913835549
["b","c","e","p","s","w"],0.5585918266863614
["b","c","e","p","t","w"],0.551452486459872
["b","c","e","p","w","y"],0.5406203840472673
["b","c","e","s","t","w"],0.5327424913835549
["b","c","e","f","p","s"],0.5822255046774988
["b","c","e","f","p","t"],0.551452486459872
["b","c","e","f","p","w"],0.7432299359921221
["b","c","e","f","p","y"],0.552437223042836
["b","c","e","f","s","t"],0.5327424913835549
["b","c","e","f","s","w"],0.5585918266863614
["b","c","e","f","t","w"],0.551452486459872
["b","c","e","f","w","y"],0.5406203840472673
["b","c","e","f","k","p"],0.5270802560315115
["b","c","e","f","k","w"],0.5211718365337272
["b","c","e","f","k","o"],0.5142786804529789
["b","c","e","f","o","p"],0.724027572624323
["b","c","e","f","o","s"],0.5448055145248646
["b","c","e","f","o","t"],0.5130477597242737
["b","c","e","f","o","w"],0.7003938946331856
["b","c","e","f","o","y"],0.5268340718857706
["b","c","e","f","n","p"],0.6802067946824224
["b","c","e","f","n","s"],0.5664697193500738
["b","c","e","f","n","t"],0.535696701132447
["b","c","e","f","n","w"],0.656573116691285
["b","c","e","f","n","o"],0.6373707533234859
["b","c","e","k","p","w"],0.5211718365337272
["b","c","e","k","o","p"],0.5142786804529789
["b","c","e","k","o","w"],0.5083702609551944
["b","c","e","o","p","s"],0.5448055145248646
["b","c","e","o","p","t"],0.5130477597242737
["b","c","e","o","p","w"],0.7003938946331856
["b","c","e","o","p","y"],0.5268340718857706
["b","c","e","o","s","w"],0.5211718365337272
["b","c","e","o","t","w"],0.5130477597242737
["b","c","e","o","w","y"],0.5150172328902018
["b","c","e","n","p","s"],0.5664697193500738
["b","c","e","n","p","t"],0.535696701132447
["b","c","e","n","p","w"],0.656573116691285
["b","c","e","n","s","t"],0.51698670605613
["b","c","e","n","s","w"],0.5428360413589365
["b","c","e","n","t","w"],0.535696701132447
["b","c","e","n","o","p"],0.6373707533234859
["b","c","e","n","o","s"],0.5290497291974396
["b","c","e","n","o","w"],0.6137370753323486
["b","e","p","s","t","w"],0.6664204825209257
["b","e","f","p","s","t"],0.6664204825209257
["b","e","f","p","s","w"],0.6944854751354013
["b","e","f","p","t","w"],0.6932545544066963
["b","e","f","p","w","y"],0.5480059084194978
["b","e","f","s","t","w"],0.6664204825209257
["b","e","f","k","p","w"],0.6107828655834564
["b","e","f","k","o","p"],0.5743476120137863
["b","e","f","k","o","w"],0.568439192516002
["b","e","f","k","n","p"],0.5300344657804037
["b","e","f","k","n","w"],0.5241260462826194
["b","e","f","o","p","s"],0.6474643032988675
["b","e","f","o","p","t"],0.6193993106843919
["b","e","f","o","p","w"],0.809699655342196
["b","e","f","o","p","y"],0.534219596258001
["b","e","f","o","s","t"],0.5957656326932546
["b","e","f","o","s","w"],0.6238306253077301
["b","e","f","o","t","w"],0.6193993106843919
["b","e","f","o","w","y"],0.5224027572624323
["b","e","f","n","p","s"],0.7023633677991138
["b","e","f","n","p","t"],0.6774987690792713
["b","e","f","n","p","w"],0.8013293943870015
["b","e","f","n","s","t"],0.6506646971935007
["b","e","f","n","s","w"],0.6787296898079763
["b","e","f","n","t","w"],0.6774987690792713
["b","e","f","n","o","p"],0.7466765140324964
["b","e","f","n","o","s"],0.6317085179714427
["b","e","f","n","o","t"],0.603643525356967
["b","e","f","n","o","w"],0.7230428360413589
["b","e","k","o","p","w"],0.568439192516002
["b","e","k","n","p","w"],0.5241260462826194
["b","e","o","p","s","t"],0.5957656326932546
["b","e","o","p","s","w"],0.6238306253077301
["b","e","o","p","t","w"],0.6193993106843919
["b","e","o","p","w","y"],0.5224027572624323
["b","e","o","s","t","w"],0.5957656326932546
["b","e","n","p","s","t"],0.6506646971935007
["b","e","n","p","s","w"],0.6787296898079763
["b","e","n","p","t","w"],0.6774987690792713
["b","e","n","s","t","w"],0.6506646971935007
["b","e","n","o","p","s"],0.6317085179714427
["b","e","n","o","p","t"],0.603643525356967
["b","e","n","o","p","w"],0.7230428360413589
["b","e","n","o","s","t"],0.5800098473658296
["b","e","n","o","s","w"],0.6080748399803053
["b","e","n","o","t","w"],0.603643525356967
["b","o","p","s","t","w"],0.6312161496799606
["b","n","p","s","t","w"],0.6506646971935007
["b","n","o","p","s","t"],0.5800098473658296
["b","n","o","p","s","w"],0.6080748399803053
["b","n","o","p","t","w"],0.603643525356967
["b","n","o","s","t","w"],0.5800098473658296
["f","n","o","p","s","t","w"],0.6115214180206795
["c","f","o","p","s","t","w"],0.5622845888724766
["c","f","n","p","s","t","w"],0.5484982767109798
["c","f","n","o","p","s","w"],0.5546528803545052
["c","f","n","o","p","s","t"],0.5110782865583456
["c","f","n","o","p","t","w"],0.5288035450516987
["c","f","n","o","s","t","w"],0.5110782865583456
["c","e","f","p","s","t","w"],0.5642540620384048
["c","e","f","k","o","p","w"],0.5386509108813392
["c","e","f","o","p","s","w"],0.57040866568193
["c","e","f","o","p","s","t"],0.5268340718857706
["c","e","f","o","p","t","w"],0.5445593303791236
["c","e","f","o","p","w","y"],0.5462826193993107
["c","e","f","o","s","t","w"],0.5268340718857706
["c","e","f","n","p","s","w"],0.5920728705071393
["c","e","f","n","p","s","t"],0.5484982767109798
["c","e","f","n","p","t","w"],0.5672082717872969
["c","e","f","n","s","t","w"],0.5484982767109798
["c","e","f","n","o","p","w"],0.6666666666666666
["c","e","f","n","o","p","s"],0.5782865583456426
["c","e","f","n","o","p","t"],0.5288035450516987
["c","e","f","n","o","s","w"],0.5546528803545052
["c","e","f","n","o","s","t"],0.5110782865583456
["c","e","f","n","o","t","w"],0.5288035450516987
["c","e","o","p","s","t","w"],0.5268340718857706
["c","e","n","p","s","t","w"],0.5484982767109798
["c","e","n","o","p","s","w"],0.5546528803545052
["c","e","n","o","p","s","t"],0.5110782865583456
["c","e","n","o","p","t","w"],0.5288035450516987
["c","e","n","o","s","t","w"],0.5110782865583456
["c","n","o","p","s","t","w"],0.5110782865583456
["e","f","k","n","o","p","w"],0.5120630231413097
["e","f","o","p","s","t","w"],0.6272772033481043
["e","f","n","p","s","t","w"],0.6821762678483506
["e","f","n","o","p","s","w"],0.6573116691285081
["e","f","n","o","p","s","t"],0.6115214180206795
["e","f","n","o","p","t","w"],0.6351550960118169
["e","f","n","o","s","t","w"],0.6115214180206795
["e","n","o","p","s","t","w"],0.6115214180206795
["b","f","o","p","s","t","w"],0.6312161496799606
["b","f","n","p","s","t","w"],0.6506646971935007
["b","f","n","o","p","s","w"],0.6080748399803053
["b","f","n","o","p","s","t"],0.5800098473658296
["b","f","n","o","p","t","w"],0.603643525356967
["b","f","n","o","s","t","w"],0.5800098473658296
["b","c","f","p","s","t","w"],0.568193008370261
["b","c","f","k","o","p","w"],0.5083702609551944
["b","c","f","o","p","s","w"],0.5566223535204333
["b","c","f","o","p","s","t"],0.5307730182176268
["b","c","f","o","p","t","w"],0.5484982767109798
["b","c","f","o","p","w","y"],0.5150172328902018
["b","c","f","o","s","t","w"],0.5307730182176268
["b","c","f","n","p","s","w"],0.5428360413589365
["b","c","f","n","p","s","t"],0.51698670605613
["b","c","f","n","p","t","w"],0.535696701132447
["b","c","f","n","s","t","w"],0.51698670605613
["b","c","f","n","o","p","w"],0.6137370753323486
["b","c","f","n","o","p","s"],0.5290497291974396
["b","c","f","n","o","s","w"],0.5054160512063023
["b","c","o","p","s","t","w"],0.5307730182176268
["b","c","n","p","s","t","w"],0.51698670605613
["b","c","n","o","p","s","w"],0.5054160512063023
["b","c","e","p","s","t","w"],0.5327424913835549
["b","c","e","f","p","s","w"],0.5585918266863614
["b","c","e","f","p","s","t"],0.5327424913835549
["b","c","e","f","p","t","w"],0.551452486459872
["b","c","e","f","p","w","y"],0.5406203840472673
["b","c","e","f","s","t","w"],0.5327424913835549
["b","c","e","f","k","p","w"],0.5211718365337272
["b","c","e","f","k","o","p"],0.5142786804529789
["b","c","e","f","k","o","w"],0.5083702609551944
["b","c","e","f","o","p","w"],0.7003938946331856
["b","c","e","f","o","p","s"],0.5448055145248646
["b","c","e","f","o","p","t"],0.5130477597242737
["b","c","e","f","o","p","y"],0.5268340718857706
["b","c","e","f","o","s","w"],0.5211718365337272
["b","c","e","f","o","t","w"],0.5130477597242737
["b","c","e","f","o","w","y"],0.5150172328902018
["b","c","e","f","n","p","w"],0.656573116691285
["b","c","e","f","n","p","s"],0.5664697193500738
["b","c","e","f","n","p","t"],0.535696701132447
["b","c","e","f","n","s","w"],0.5428360413589365
["b","c","e","f","n","s","t"],0.51698670605613
["b","c","e","f","n","t","w"],0.535696701132447
["b","c","e","f","n","o","p"],0.6373707533234859
["b","c","e","f","n","o","w"],0.6137370753323486
["b","c","e","f","n","o","s"],0.5290497291974396
["b","c","e","k","o","p","w"],0.5083702609551944
["b","c","e","o","p","s","w"],0.5211718365337272
["b","c","e","o","p","t","w"],0.5130477597242737
["b","c","e","o","p","w","y"],0.5150172328902018
["b","c","e","n","p","s","w"],0.5428360413589365
["b","c","e","n","p","s","t"],0.51698670605613
["b","c","e","n","p","t","w"],0.535696701132447
["b","c","e","n","s","t","w"],0.51698670605613
["b","c","e","n","o","p","w"],0.6137370753323486
["b","c","e","n","o","p","s"],0.5290497291974396
["b","c","e","n","o","s","w"],0.5054160512063023
["b","e","f","p","s","t","w"],0.6664204825209257
["b","e","f","k","o","p","w"],0.568439192516002
["b","e","f","k","n","p","w"],0.5241260462826194
["b","e","f","o","p","s","w"],0.6238306253077301
["b","e","f","o","p","s","t"],0.5957656326932546
["b","e","f","o","p","t","w"],0.6193993106843919
["b","e","f","o","p","w","y"],0.5224027572624323
["b","e","f","o","s","t","w"],0.5957656326932546
["b","e","f","n","p","s","w"],0.6787296898079763
["b","e","f","n","p","s","t"],0.6506646971935007
["b","e","f","n","p","t","w"],0.6774987690792713
["b","e","f","n","s","t","w"],0.6506646971935007
["b","e","f","n","o","p","w"],0.7230428360413589
["b","e","f","n","o","p","s"],0.6317085179714427
["b","e","f","n","o","p","t"],0.603643525356967
["b","e","f","n","o","s","w"],0.6080748399803053
["b","e","f","n","o","s","t"],0.5800098473658296
["b","e","f","n","o","t","w"],0.603643525356967
