"itemSet","support"
699,516728
["p"],1
["x"],0.4500246184145741
["s"],0.8028064992614475
["n"],0.8778926637124569
["t"],0.7602166420482521
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["w"],0.9763663220088626
["o"],0.9217134416543574
["y"],0.5910881339241753
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["v"],0.49729197439684886
["d"],0.38749384539635645
["?"],0.3052683407188577
["b","f","p","s","x"],0.3348104382077794
["e","p","s","w","x"],0.33382570162481534
["e","o","p","s","x"],0.3185622845888725
["b","e","p","s","x"],0.3170851797144264
["o","p","s","w","x"],0.33037912358444116
["b","p","s","w","x"],0.3289020187099951
["b","o","p","s","x"],0.31363860167405216
["f","n","p","t","x"],0.30379123584441164
["e","n","p","t","x"],0.30379123584441164
["n","p","t","w","x"],0.30379123584441164
["c","f","n","p","x"],0.3229935992122107
["e","f","n","p","x"],0.3889709502708026
["f","n","p","w","x"],0.3830625307730182
["f","n","o","p","x"],0.36533727227966517
["b","f","n","p","x"],0.36533727227966517
["c","e","n","p","x"],0.3229935992122107
["c","n","p","w","x"],0.3170851797144264
["c","n","o","p","x"],0.31117676021664203
["e","n","p","w","x"],0.3830625307730182
["e","n","o","p","x"],0.36533727227966517
["b","e","n","p","x"],0.36533727227966517
["n","o","p","w","x"],0.35942885278188086
["b","n","p","w","x"],0.35942885278188086
["b","n","o","p","x"],0.3417035942885278
["e","f","p","t","x"],0.31166912850812406
["f","p","t","w","x"],0.3293943870014771
["f","o","p","t","x"],0.3072378138847858
["b","f","p","t","x"],0.31363860167405216
["e","p","t","w","x"],0.31166912850812406
["o","p","t","w","x"],0.3072378138847858
["b","p","t","w","x"],0.31363860167405216
["c","e","f","p","x"],0.3663220088626292
["c","f","p","w","x"],0.37813884785819796
["c","f","o","p","x"],0.3722304283604136
["b","c","f","p","x"],0.3604135893648449
["e","f","p","w","x"],0.4263909404234367
["e","f","o","p","x"],0.4086656819300837
["b","e","f","p","x"],0.4086656819300837
["f","o","p","w","x"],0.4204825209256524
["b","f","p","w","x"],0.4204825209256524
["b","f","o","p","x"],0.40275726243229937
["c","e","p","w","x"],0.3604135893648449
["c","e","o","p","x"],0.35450516986706054
["b","c","e","p","x"],0.34268833087149186
["c","o","p","w","x"],0.3663220088626292
["b","c","p","w","x"],0.35450516986706054
["b","c","o","p","x"],0.34859675036927623
["e","o","p","w","x"],0.40275726243229937
["b","e","p","w","x"],0.40275726243229937
["b","e","o","p","x"],0.3850320039389463
["b","o","p","w","x"],0.396848842934515
["f","n","p","s","t"],0.6821762678483506
["c","n","p","s","t"],0.5484982767109798
["k","n","p","s","t"],0.4121122599704579
["e","n","p","s","t"],0.6821762678483506
["n","p","s","t","w"],0.6821762678483506
["n","o","p","s","t"],0.6115214180206795
["n","p","s","t","y"],0.38404726735598227
["b","n","p","s","t"],0.6506646971935007
["g","n","p","s","t"],0.3360413589364845
["n","p","s","t","v"],0.3397341211225997
["c","f","n","p","s"],0.6157065484982767
["f","k","n","p","s"],0.43870014771048743
["e","f","n","p","s"],0.7516001969473166
["f","n","p","s","w"],0.7279665189561793
["f","n","o","p","s"],0.6809453471196455
["f","n","p","s","y"],0.4098966026587888
["b","f","n","p","s"],0.7023633677991138
["f","g","n","p","s"],0.3552437223042836
["f","n","p","s","v"],0.3766617429837518
["d","f","n","p","s"],0.31954702117183653
["c","k","n","p","s"],0.3552437223042836
["c","e","n","p","s"],0.6157065484982767
["c","n","p","s","w"],0.5920728705071393
["c","n","o","p","s"],0.5782865583456426
["c","n","p","s","y"],0.40288035450516985
["b","c","n","p","s"],0.5664697193500738
["c","n","p","s","v"],0.362629246676514
["c","d","n","p","s"],0.30773018217626785
["e","k","n","p","s"],0.43870014771048743
["k","n","p","s","w"],0.4327917282127031
["k","n","o","p","s"],0.4032496307237814
["b","k","n","p","s"],0.4116198916789759
["e","n","p","s","w"],0.7279665189561793
["e","n","o","p","s"],0.6809453471196455
["e","n","p","s","y"],0.4098966026587888
["b","e","n","p","s"],0.7023633677991138
["e","g","n","p","s"],0.3552437223042836
["e","n","p","s","v"],0.3766617429837518
["d","e","n","p","s"],0.31954702117183653
["n","o","p","s","w"],0.6573116691285081
["n","p","s","w","y"],0.39807976366322007
["b","n","p","s","w"],0.6787296898079763
["g","n","p","s","w"],0.3552437223042836
["n","p","s","v","w"],0.36484490398818314
["d","n","p","s","w"],0.31954702117183653
["n","o","p","s","y"],0.3897095027080256
["b","n","o","p","s"],0.6317085179714427
["g","n","o","p","s"],0.3151157065484983
["n","o","p","s","v"],0.3658296405711472
["d","n","o","p","s"],0.3190546528803545
["b","n","p","s","y"],0.3823239783357952
["b","g","n","p","s"],0.33210241260462825
["b","n","p","s","v"],0.3520433284096504
["b","d","n","p","s"],0.31363860167405216
["c","f","p","s","t"],0.5997045790251108
["f","k","p","s","t"],0.4278680452978828
["e","f","p","s","t"],0.6979320531757754
["f","p","s","t","w"],0.7333825701624815
["f","o","p","s","t"],0.6627277203348104
["f","p","s","t","y"],0.396848842934515
["b","f","p","s","t"],0.7018709995076317
["f","g","p","s","t"],0.36952240275726245
["f","p","s","t","v"],0.35745937961595275
["c","k","p","s","t"],0.345150172328902
["c","e","p","s","t"],0.5642540620384048
["c","p","s","t","w"],0.5997045790251108
["c","o","p","s","t"],0.5622845888724766
["c","p","s","t","y"],0.3909404234367307
["b","c","p","s","t"],0.568193008370261
["c","p","s","t","v"],0.345642540620384
["e","k","p","s","t"],0.4278680452978828
["k","p","s","t","w"],0.4278680452978828
["k","o","p","s","t"],0.39241752831117677
["b","k","p","s","t"],0.40817331363860165
["e","p","s","t","w"],0.6979320531757754
["e","o","p","s","t"],0.6272772033481043
["e","p","s","t","y"],0.396848842934515
["b","e","p","s","t"],0.6664204825209257
["e","g","p","s","t"],0.3458887247661251
["e","p","s","t","v"],0.3397341211225997
["o","p","s","t","w"],0.6627277203348104
["p","s","t","w","y"],0.396848842934515
["b","p","s","t","w"],0.7018709995076317
["g","p","s","t","w"],0.36952240275726245
["p","s","t","v","w"],0.35745937961595275
["o","p","s","t","y"],0.3766617429837518
["b","o","p","s","t"],0.6312161496799606
["g","o","p","s","t"],0.3293943870014771
["o","p","s","t","v"],0.3466272772033481
["b","p","s","t","y"],0.3810930576070901
["b","g","p","s","t"],0.3537666174298375
["b","p","s","t","v"],0.3417035942885278
["c","f","k","p","s"],0.3709995076317085
["c","e","f","p","s"],0.6314623338257016
["c","f","p","s","w"],0.6432791728212703
["c","f","o","p","s"],0.6294928606597735
["c","f","p","s","y"],0.41568193008370263
["b","c","f","p","s"],0.6176760216642049
["c","f","p","s","v"],0.3803545051698671
["c","d","f","p","s"],0.30773018217626785
["e","f","k","p","s"],0.4544559330379124
["f","k","p","s","w"],0.448547513540128
["f","k","o","p","s"],0.4190054160512063
["b","f","k","p","s"],0.4273756770064008
["e","f","p","s","w"],0.7437223042836041
["e","f","o","p","s"],0.6967011324470704
["e","f","p","s","y"],0.42269817823732153
["b","e","f","p","s"],0.7181191531265386
["e","f","g","p","s"],0.36509108813392416
["e","f","p","s","v"],0.3766617429837518
["d","e","f","p","s"],0.31954702117183653
["f","o","p","s","w"],0.7085179714426391
["f","p","s","w","y"],0.41088133924175285
["b","f","p","s","w"],0.7299359921221074
["f","g","p","s","w"],0.38872476612506157
["f","p","s","v","w"],0.3825701624815362
["d","f","p","s","w"],0.31954702117183653
["f","o","p","s","y"],0.40251107828655835
["b","f","o","p","s"],0.6829148202855736
["f","g","o","p","s"],0.34859675036927623
["f","o","p","s","v"],0.38355489906450024
["d","f","o","p","s"],0.3190546528803545
["b","f","p","s","y"],0.3951255539143279
["b","f","g","p","s"],0.3655834564254062
["b","f","p","s","v"],0.36976858690300346
["b","d","f","p","s"],0.31363860167405216
["c","e","k","p","s"],0.3709995076317085
["c","k","p","s","w"],0.36509108813392416
["c","k","o","p","s"],0.36287543082225504
["b","c","k","p","s"],0.34391925160019693
["c","e","p","s","w"],0.6078286558345642
["c","e","o","p","s"],0.5940423436730674
["c","e","p","s","y"],0.41568193008370263
["b","c","e","p","s"],0.5822255046774988
["c","e","p","s","v"],0.362629246676514
["c","d","e","p","s"],0.30773018217626785
["c","o","p","s","w"],0.6058591826686361
["c","p","s","w","y"],0.4038650910881339
["b","c","p","s","w"],0.5940423436730674
["c","p","s","v","w"],0.3685376661742984
["c","d","p","s","w"],0.30773018217626785
["c","o","p","s","y"],0.39549483013293946
["b","c","o","p","s"],0.5802560315115707
["c","o","p","s","v"],0.36952240275726245
["c","d","o","p","s"],0.3072378138847858
["b","c","p","s","y"],0.388109305760709
["b","c","p","s","v"],0.3557360905957656
["b","c","d","p","s"],0.3018217626784835
["e","k","p","s","w"],0.448547513540128
["e","k","o","p","s"],0.4190054160512063
["b","e","k","p","s"],0.4273756770064008
["k","o","p","s","w"],0.41309699655342197
["b","k","p","s","w"],0.42146725750861647
["b","k","o","p","s"],0.39192516001969474
["e","o","p","s","w"],0.6730674544559331
["e","p","s","w","y"],0.41088133924175285
["b","e","p","s","w"],0.6944854751354013
["e","g","p","s","w"],0.36509108813392416
["e","p","s","v","w"],0.36484490398818314
["d","e","p","s","w"],0.31954702117183653
["e","o","p","s","y"],0.40251107828655835
["b","e","o","p","s"],0.6474643032988675
["e","g","o","p","s"],0.3249630723781389
["e","o","p","s","v"],0.3658296405711472
["d","e","o","p","s"],0.3190546528803545
["b","e","p","s","y"],0.3951255539143279
["b","e","g","p","s"],0.3419497784342688
["b","e","p","s","v"],0.3520433284096504
["b","d","e","p","s"],0.31363860167405216
["o","p","s","w","y"],0.3906942392909897
["b","o","p","s","w"],0.6592811422944362
["g","o","p","s","w"],0.34859675036927623
["o","p","s","v","w"],0.37173806006893156
["d","o","p","s","w"],0.3190546528803545
["b","p","s","w","y"],0.38330871491875923
["b","g","p","s","w"],0.3655834564254062
["b","p","s","v","w"],0.3579517479074348
["b","d","p","s","w"],0.31363860167405216
["b","o","p","s","y"],0.37493845396356473
["b","g","o","p","s"],0.3254554406696209
["b","o","p","s","v"],0.35893648449039883
["b","d","o","p","s"],0.31314623338257014
["c","f","n","p","t"],0.5672082717872969
["f","k","n","p","t"],0.4359921221073363
["e","f","n","p","t"],0.7090103397341211
["f","n","p","t","w"],0.7090103397341211
["f","n","o","p","t"],0.6351550960118169
["f","n","p","t","y"],0.40275726243229937
["b","f","n","p","t"],0.6774987690792713
["f","g","n","p","t"],0.34416543574593794
["f","n","p","t","v"],0.35745937961595275
["c","k","n","p","t"],0.34736582964057117
["c","e","n","p","t"],0.5672082717872969
["c","n","p","t","w"],0.5672082717872969
["c","n","o","p","t"],0.5288035450516987
["c","n","p","t","y"],0.396848842934515
["b","c","n","p","t"],0.535696701132447
["c","n","p","t","v"],0.345642540620384
["e","k","n","p","t"],0.4359921221073363
["k","n","p","t","w"],0.4359921221073363
["k","n","o","p","t"],0.39807976366322007
["b","k","n","p","t"],0.41629739044805514
["e","n","p","t","w"],0.7090103397341211
["e","n","o","p","t"],0.6351550960118169
["e","n","p","t","y"],0.40275726243229937
["b","e","n","p","t"],0.6774987690792713
["e","g","n","p","t"],0.34416543574593794
["e","n","p","t","v"],0.35745937961595275
["n","o","p","t","w"],0.6351550960118169
["n","p","t","w","y"],0.40275726243229937
["b","n","p","t","w"],0.6774987690792713
["g","n","p","t","w"],0.34416543574593794
["n","p","t","v","w"],0.35745937961595275
["n","o","p","t","y"],0.38158542589857214
["b","n","o","p","t"],0.603643525356967
["g","n","o","p","t"],0.3018217626784835
["n","o","p","t","v"],0.3466272772033481
["b","n","p","t","y"],0.3870014771048744
["b","g","n","p","t"],0.32840965041851305
["b","n","p","t","v"],0.3417035942885278
["c","f","k","n","p"],0.4707040866568193
["c","e","f","n","p"],0.7331363860167405
["c","f","n","p","w"],0.7095027080256031
["c","f","n","o","p"],0.690300344657804
["c","f","n","p","y"],0.5088626292466765
["b","c","f","n","p"],0.6802067946824224
["c","f","g","n","p"],0.3023141309699655
["c","f","n","p","v"],0.4293451501723289
["c","d","f","n","p"],0.3520433284096504
["e","f","k","n","p"],0.5603151157065485
["f","k","n","p","w"],0.5544066962087641
["f","k","n","o","p"],0.517971442639094
["f","k","n","p","y"],0.3346873461349089
["b","f","k","n","p"],0.5300344657804037
["f","k","n","p","v"],0.30305268340718855
["e","f","n","p","w"],0.8542589857213195
["e","f","n","o","p"],0.7996061053668144
["e","f","n","p","y"],0.516248153618907
["b","e","f","n","p"],0.8249630723781388
["e","f","g","n","p"],0.4322993599212211
["e","f","n","p","v"],0.4441161989167898
["d","e","f","n","p"],0.3638601674052191
["?","e","f","n","p"],0.3052683407188577
["f","n","o","p","w"],0.775972427375677
["f","n","p","w","y"],0.5044313146233382
["b","f","n","p","w"],0.8013293943870015
["f","g","n","p","w"],0.4322993599212211
["f","n","p","v","w"],0.4322993599212211
["d","f","n","p","w"],0.3638601674052191
["f","n","o","p","y"],0.49064500246184145
["b","f","n","o","p"],0.7466765140324964
["f","g","n","o","p"],0.38995568685376664
["f","n","o","p","v"],0.43328409650418515
["d","f","n","o","p"],0.3584441161989168
["b","f","n","p","y"],0.48498276710979815
["b","f","g","n","p"],0.4091580502215657
["b","f","n","p","v"],0.41654357459379615
["b","d","f","n","p"],0.35499753815854257
["c","e","k","n","p"],0.4707040866568193
["c","k","n","p","w"],0.464795667159035
["c","k","n","o","p"],0.45790251107828656
["c","k","n","p","y"],0.3341949778434269
["b","c","k","n","p"],0.4404234367306745
["c","k","n","p","v"],0.3020679468242245
["c","e","n","p","w"],0.7095027080256031
["c","e","n","o","p"],0.690300344657804
["c","e","n","p","y"],0.5088626292466765
["b","c","e","n","p"],0.6802067946824224
["c","e","g","n","p"],0.3023141309699655
["c","e","n","p","v"],0.4293451501723289
["c","d","e","n","p"],0.3520433284096504
["c","n","o","p","w"],0.6666666666666666
["c","n","p","w","y"],0.49704579025110784
["b","c","n","p","w"],0.656573116691285
["c","g","n","p","w"],0.3023141309699655
["c","n","p","v","w"],0.4175283111767602
["c","d","n","p","w"],0.3520433284096504
["c","n","o","p","y"],0.483259478089611
["b","c","n","o","p"],0.6373707533234859
["c","n","o","p","v"],0.41851304775972425
["c","d","n","o","p"],0.3466272772033481
["b","c","n","p","y"],0.4775972427375677
["b","c","n","p","v"],0.4017725258493353
["b","c","d","n","p"],0.3431806991629739
["e","k","n","p","w"],0.5544066962087641
["e","k","n","o","p"],0.517971442639094
["e","k","n","p","y"],0.3346873461349089
["b","e","k","n","p"],0.5300344657804037
["e","k","n","p","v"],0.30305268340718855
["k","n","o","p","w"],0.5120630231413097
["k","n","p","w","y"],0.33173313638601676
["b","k","n","p","w"],0.5241260462826194
["k","n","p","v","w"],0.3000984736582964
["k","n","o","p","y"],0.3258247168882324
["b","k","n","o","p"],0.4876907927129493
["k","n","o","p","v"],0.30305268340718855
["b","k","n","p","y"],0.3179468242245199
["e","n","o","p","w"],0.775972427375677
["e","n","p","w","y"],0.5044313146233382
["b","e","n","p","w"],0.8013293943870015
["e","g","n","p","w"],0.4322993599212211
["e","n","p","v","w"],0.4322993599212211
["d","e","n","p","w"],0.3638601674052191
["e","n","o","p","y"],0.49064500246184145
["b","e","n","o","p"],0.7466765140324964
["e","g","n","o","p"],0.38995568685376664
["e","n","o","p","v"],0.43328409650418515
["d","e","n","o","p"],0.3584441161989168
["b","e","n","p","y"],0.48498276710979815
["b","e","g","n","p"],0.4091580502215657
["b","e","n","p","v"],0.41654357459379615
["b","d","e","n","p"],0.35499753815854257
["n","o","p","w","y"],0.47882816346627277
["b","n","o","p","w"],0.7230428360413589
["g","n","o","p","w"],0.38995568685376664
["n","o","p","v","w"],0.42146725750861647
["d","n","o","p","w"],0.3584441161989168
["b","n","p","w","y"],0.4731659281142294
["b","g","n","p","w"],0.4091580502215657
["b","n","p","v","w"],0.40472673559822747
["b","d","n","p","w"],0.35499753815854257
["b","n","o","p","y"],0.45937961595273263
["b","g","n","o","p"],0.36681437715411125
["b","n","o","p","v"],0.4057114721811915
["b","d","n","o","p"],0.3495814869522403
["c","f","k","p","t"],0.36312161496799605
["c","e","f","p","t"],0.5829640571147218
["c","f","p","t","w"],0.6184145741014279
["c","f","o","p","t"],0.5800098473658296
["c","f","p","t","y"],0.4096504185130478
["b","c","f","p","t"],0.5869030034465781
["c","f","p","t","v"],0.36336779911373707
["e","f","k","p","t"],0.4517479074347612
["f","k","p","t","w"],0.4517479074347612
["f","k","o","p","t"],0.413835548990645
["b","f","k","p","t"],0.4320531757754801
["e","f","p","t","w"],0.724766125061546
["e","f","o","p","t"],0.6509108813392418
["e","f","p","t","y"],0.4155588380108321
["b","e","f","p","t"],0.6932545544066963
["e","f","g","p","t"],0.3540128015755785
["e","f","p","t","v"],0.35745937961595275
["f","o","p","t","w"],0.6863613983259478
["f","p","t","w","y"],0.4155588380108321
["b","f","p","t","w"],0.7287050713934022
["f","g","p","t","w"],0.3776464795667159
["f","p","t","v","w"],0.37518463810930575
["f","o","p","t","y"],0.39438700147710487
["b","f","o","p","t"],0.654849827671098
["f","g","o","p","t"],0.3353028064992615
["f","o","p","t","v"],0.3643525356967011
["b","f","p","t","y"],0.3998030526834072
["b","f","g","p","t"],0.361890694239291
["b","f","p","t","v"],0.35942885278188086
["c","e","k","p","t"],0.36312161496799605
["c","k","p","t","w"],0.36312161496799605
["c","k","o","p","t"],0.35475135401280156
["b","c","k","p","t"],0.3434268833087149
["c","e","p","t","w"],0.5829640571147218
["c","e","o","p","t"],0.5445593303791236
["c","e","p","t","y"],0.4096504185130478
["b","c","e","p","t"],0.551452486459872
["c","e","p","t","v"],0.345642540620384
["c","o","p","t","w"],0.5800098473658296
["c","p","t","w","y"],0.4096504185130478
["b","c","p","t","w"],0.5869030034465781
["c","p","t","v","w"],0.36336779911373707
["c","o","p","t","y"],0.38847858197932056
["b","c","o","p","t"],0.5484982767109798
["c","o","p","t","v"],0.35253569670113244
["b","c","p","t","y"],0.39389463318562284
["b","c","p","t","v"],0.3476120137863122
["e","k","p","t","w"],0.4517479074347612
["e","k","o","p","t"],0.413835548990645
["b","e","k","p","t"],0.4320531757754801
["k","o","p","t","w"],0.413835548990645
["b","k","p","t","w"],0.4320531757754801
["b","k","o","p","t"],0.39414081733136386
["e","o","p","t","w"],0.6509108813392418
["e","p","t","w","y"],0.4155588380108321
["b","e","p","t","w"],0.6932545544066963
["e","g","p","t","w"],0.3540128015755785
["e","p","t","v","w"],0.35745937961595275
["e","o","p","t","y"],0.39438700147710487
["b","e","o","p","t"],0.6193993106843919
["e","g","o","p","t"],0.31166912850812406
["e","o","p","t","v"],0.3466272772033481
["b","e","p","t","y"],0.3998030526834072
["b","e","g","p","t"],0.33825701624815363
["b","e","p","t","v"],0.3417035942885278
["o","p","t","w","y"],0.39438700147710487
["b","o","p","t","w"],0.654849827671098
["g","o","p","t","w"],0.3353028064992615
["o","p","t","v","w"],0.3643525356967011
["b","p","t","w","y"],0.3998030526834072
["b","g","p","t","w"],0.361890694239291
["b","p","t","v","w"],0.35942885278188086
["b","o","p","t","y"],0.37863121614968
["b","g","o","p","t"],0.31954702117183653
["b","o","p","t","v"],0.34859675036927623
["c","e","f","k","p"],0.5573609059576563
["c","f","k","p","w"],0.551452486459872
["c","f","k","o","p"],0.5445593303791236
["c","f","k","p","y"],0.4090349581486952
["b","c","f","k","p"],0.5270802560315115
["c","f","k","p","v"],0.3375184638109306
["c","e","f","p","w"],0.7961595273264401
["c","e","f","o","p"],0.7769571639586411
["c","e","f","p","y"],0.5837026095519449
["b","c","e","f","p"],0.7668636139832595
["c","e","f","g","p"],0.36730674544559333
["c","e","f","l","p"],0.3023141309699655
["c","e","f","p","v"],0.464795667159035
["c","d","e","f","p"],0.37567700640078777
["c","f","o","p","w"],0.7887740029542097
["c","f","p","w","y"],0.5718857705563761
["b","c","f","p","w"],0.7786804529788282
["c","f","g","p","w"],0.3909404234367307
["c","f","p","v","w"],0.4707040866568193
["c","d","f","p","w"],0.37567700640078777
["c","f","o","p","y"],0.5580994583948794
["b","c","f","o","p"],0.759478089611029
["c","f","g","o","p"],0.38404726735598227
["c","f","l","o","p"],0.3023141309699655
["c","f","o","p","v"],0.47168882323978334
["c","d","f","o","p"],0.3702609551944855
["b","c","f","p","y"],0.552437223042836
["b","c","f","g","p"],0.36779911373707536
["b","c","f","l","p"],0.30157557853274247
["b","c","f","p","v"],0.4549483013293944
["b","c","d","f","p"],0.36681437715411125
["e","f","k","p","w"],0.6410635155096012
["e","f","k","o","p"],0.604628261939931
["e","f","k","p","y"],0.40952732644017725
["b","e","f","k","p"],0.6166912850812407
["e","f","g","k","p"],0.33739537173806006
["e","f","k","p","v"],0.33850320039389464
["f","k","o","p","w"],0.5987198424421467
["f","k","p","w","y"],0.4065731166912851
["b","f","k","p","w"],0.6107828655834564
["f","g","k","p","w"],0.33739537173806006
["f","k","p","v","w"],0.3355489906450025
["f","k","o","p","y"],0.40066469719350073
["b","f","k","o","p"],0.5743476120137863
["f","g","k","o","p"],0.30785327424913833
["f","k","o","p","v"],0.33850320039389464
["b","f","k","p","y"],0.39278680452978826
["b","f","g","k","p"],0.32311669128508125
["b","f","k","p","v"],0.32200886262924666
["e","f","o","p","w"],0.8626292466765141
["e","f","p","w","y"],0.5792712949286066
["b","e","f","p","w"],0.8879862136878385
["e","f","g","p","w"],0.49729197439684886
["e","f","p","v","w"],0.46774987690792713
["d","e","f","p","w"],0.38749384539635645
["e","f","o","p","y"],0.5654849827671098
["b","e","f","o","p"],0.8333333333333334
["e","f","g","o","p"],0.4549483013293944
["e","f","l","o","p"],0.31117676021664203
["e","f","o","p","v"],0.4687346134908912
["d","e","f","o","p"],0.38207779419005417
["b","e","f","p","y"],0.5598227474150664
["b","e","f","g","p"],0.4741506646971935
["b","e","f","l","p"],0.310438207779419
["b","e","f","p","v"],0.4519940915805022
["b","d","e","f","p"],0.37863121614968
["f","o","p","w","y"],0.5536681437715412
["b","f","o","p","w"],0.845150172328902
["f","g","o","p","w"],0.47858197932053176
["f","o","p","v","w"],0.47464303298867555
["d","f","o","p","w"],0.38207779419005417
["b","f","p","w","y"],0.5480059084194978
["b","f","g","p","w"],0.4977843426883309
["b","f","p","v","w"],0.45790251107828656
["b","d","f","p","w"],0.37863121614968
["b","f","o","p","y"],0.534219596258001
["b","f","g","o","p"],0.4554406696208764
["b","f","l","o","p"],0.310438207779419
["b","f","o","p","v"],0.4588872476612506
["b","d","f","o","p"],0.37321516494337764
["c","e","k","p","w"],0.551452486459872
["c","e","k","o","p"],0.5445593303791236
["c","e","k","p","y"],0.4090349581486952
["b","c","e","k","p"],0.5270802560315115
["c","e","k","p","v"],0.3375184638109306
["c","k","o","p","w"],0.5386509108813392
["c","k","p","w","y"],0.40608074839980307
["b","c","k","p","w"],0.5211718365337272
["c","k","p","v","w"],0.3345642540620384
["c","k","o","p","y"],0.4001723289020187
["b","c","k","o","p"],0.5142786804529789
["c","k","o","p","v"],0.3375184638109306
["b","c","k","p","y"],0.39229443623830623
["b","c","k","p","v"],0.3210241260462826
["c","e","o","p","w"],0.7533234859675036
["c","e","p","w","y"],0.5718857705563761
["b","c","e","p","w"],0.7432299359921221
["c","e","g","p","w"],0.36730674544559333
["c","e","p","v","w"],0.4529788281634663
["c","d","e","p","w"],0.37567700640078777
["c","e","o","p","y"],0.5580994583948794
["b","c","e","o","p"],0.724027572624323
["c","e","g","o","p"],0.3604135893648449
["c","e","l","o","p"],0.3023141309699655
["c","e","o","p","v"],0.45396356474643035
["c","d","e","o","p"],0.3702609551944855
["b","c","e","p","y"],0.552437223042836
["b","c","e","g","p"],0.34416543574593794
["b","c","e","l","p"],0.30157557853274247
["b","c","e","p","v"],0.43722304283604135
["b","c","d","e","p"],0.36681437715411125
["c","o","p","w","y"],0.5462826193993107
["b","c","o","p","w"],0.7358444116198917
["c","g","o","p","w"],0.38404726735598227
["c","o","p","v","w"],0.45987198424421466
["c","d","o","p","w"],0.3702609551944855
["b","c","p","w","y"],0.5406203840472673
["b","c","g","p","w"],0.36779911373707536
["b","c","p","v","w"],0.4431314623338257
["b","c","d","p","w"],0.36681437715411125
["b","c","o","p","y"],0.5268340718857706
["b","c","g","o","p"],0.36090595765632694
["b","c","l","o","p"],0.30157557853274247
["b","c","o","p","v"],0.4441161989167898
["b","c","d","o","p"],0.36139832594780896
["e","k","o","p","w"],0.5987198424421467
["e","k","p","w","y"],0.4065731166912851
["b","e","k","p","w"],0.6107828655834564
["e","g","k","p","w"],0.33739537173806006
["e","k","p","v","w"],0.3355489906450025
["e","k","o","p","y"],0.40066469719350073
["b","e","k","o","p"],0.5743476120137863
["e","g","k","o","p"],0.30785327424913833
["e","k","o","p","v"],0.33850320039389464
["b","e","k","p","y"],0.39278680452978826
["b","e","g","k","p"],0.32311669128508125
["b","e","k","p","v"],0.32200886262924666
["k","o","p","w","y"],0.3977104874446086
["b","k","o","p","w"],0.568439192516002
["g","k","o","p","w"],0.30785327424913833
["k","o","p","v","w"],0.3355489906450025
["b","k","p","w","y"],0.3898325947808961
["b","g","k","p","w"],0.32311669128508125
["b","k","p","v","w"],0.3190546528803545
["b","k","o","p","y"],0.3839241752831118
["b","k","o","p","v"],0.32200886262924666
["e","o","p","w","y"],0.5536681437715412
["b","e","o","p","w"],0.809699655342196
["e","g","o","p","w"],0.4549483013293944
["e","o","p","v","w"],0.4569177744953225
["d","e","o","p","w"],0.38207779419005417
["b","e","p","w","y"],0.5480059084194978
["b","e","g","p","w"],0.4741506646971935
["b","e","p","v","w"],0.4401772525849335
["b","d","e","p","w"],0.37863121614968
["b","e","o","p","y"],0.534219596258001
["b","e","g","o","p"],0.43180699162973907
["b","e","l","o","p"],0.310438207779419
["b","e","o","p","v"],0.44116198916789756
["b","d","e","o","p"],0.37321516494337764
["b","o","p","w","y"],0.5224027572624323
["b","g","o","p","w"],0.4554406696208764
["b","o","p","v","w"],0.44707040866568193
["b","d","o","p","w"],0.37321516494337764
["e","f","n","s","x"],0.33185622845888724
["f","n","s","w","x"],0.3259478089611029
["f","n","o","s","x"],0.31068439192516
["b","f","n","s","x"],0.30920728705071393
["e","n","s","w","x"],0.3259478089611029
["e","n","o","s","x"],0.31068439192516
["b","e","n","s","x"],0.30920728705071393
["n","o","s","w","x"],0.3047759724273757
["b","n","s","w","x"],0.3032988675529296
["e","f","s","t","x"],0.3018217626784835
["f","s","t","w","x"],0.31954702117183653
["b","f","s","t","x"],0.30379123584441164
["e","s","t","w","x"],0.3018217626784835
["b","s","t","w","x"],0.30379123584441164
["e","f","s","w","x"],0.33382570162481534
["e","f","o","s","x"],0.3185622845888725
["b","e","f","s","x"],0.3170851797144264
["f","o","s","w","x"],0.33037912358444116
["b","f","s","w","x"],0.3289020187099951
["b","f","o","s","x"],0.31363860167405216
["e","o","s","w","x"],0.3126538650910881
["b","e","s","w","x"],0.31117676021664203
["b","o","s","w","x"],0.30773018217626785
["e","f","n","t","x"],0.30379123584441164
["f","n","t","w","x"],0.30379123584441164
["e","n","t","w","x"],0.30379123584441164
["c","e","f","n","x"],0.3229935992122107
["c","f","n","w","x"],0.3170851797144264
["c","f","n","o","x"],0.31117676021664203
["e","f","n","w","x"],0.3830625307730182
["e","f","n","o","x"],0.36533727227966517
["b","e","f","n","x"],0.36533727227966517
["f","n","o","w","x"],0.35942885278188086
["b","f","n","w","x"],0.35942885278188086
["b","f","n","o","x"],0.3417035942885278
["c","e","n","w","x"],0.3170851797144264
["c","e","n","o","x"],0.31117676021664203
["c","n","o","w","x"],0.3052683407188577
["e","n","o","w","x"],0.35942885278188086
["b","e","n","w","x"],0.35942885278188086
["b","e","n","o","x"],0.3417035942885278
["b","n","o","w","x"],0.3357951747907435
["e","f","t","w","x"],0.31166912850812406
